no,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,Average,status
702,female,group D,some college,free/reduced,none,single,regularly,yes,2,school_bus,> 10,58,71,76,68.33333333,Average
703,male,group A,some college,standard,none,divorced,regularly,no,2,school_bus,< 5,37,31,28,32,Poor
704,female,group C,associate's degree,free/reduced,completed,single,regularly,yes,1,private,10-May,74,77,80,77,Good
705,female,group B,some college,free/reduced,none,married,sometimes,yes,2,school_bus,< 5,69,72,69,70,Average
706,male,group C,some college,standard,none,married,regularly,yes,0,private,< 5,72,56,61,63,Average
708,male,group D,some high school,free/reduced,none,married,,no,3,private,10-May,73,74,64,70.33333333,Average
709,male,group B,bachelor's degree,free/reduced,completed,single,sometimes,no,,private,< 5,72,69,67,69.33333333,Average
710,male,group C,some high school,standard,completed,single,regularly,yes,1,school_bus,> 10,74,74,73,73.66666667,Average
711,male,group A,some high school,standard,none,married,sometimes,no,2,school_bus,10-May,49,46,40,45,Poor
712,female,,associate's degree,free/reduced,none,divorced,regularly,no,1,school_bus,10-May,57,73,69,66.33333333,Average
713,male,group B,some college,standard,completed,married,sometimes,yes,4,school_bus,10-May,62,68,64,64.66666667,Average
715,female,group D,bachelor's degree,free/reduced,none,married,sometimes,no,1,private,> 10,40,53,61,51.33333333,Average
716,male,group E,some college,standard,none,married,regularly,yes,0,private,10-May,91,72,73,78.66666667,Good
717,male,group D,some high school,free/reduced,completed,married,regularly,yes,2,school_bus,< 5,55,62,68,61.66666667,Average
719,female,group E,master's degree,standard,none,single,never,,0,school_bus,10-May,81,86,83,83.33333333,Good
721,female,group B,high school,standard,,single,regularly,yes,2,private,10-May,59,63,64,62,Average
722,female,group A,some high school,standard,none,married,sometimes,yes,3,school_bus,> 10,49,61,56,55.33333333,Average
724,male,group C,,standard,none,divorced,regularly,no,3,school_bus,10-May,73,77,67,72.33333333,Average
725,male,group A,some college,standard,none,divorced,never,yes,4,private,10-May,53,54,49,52,Average
726,female,group C,high school,free/reduced,none,married,regularly,yes,2,private,10-May,39,63,53,51.66666667,Average
727,male,group C,some high school,standard,,married,sometimes,yes,3,,,65,63,57,61.66666667,Average
728,male,group C,associate's degree,standard,none,married,sometimes,no,1,school_bus,10-May,70,62,63,65,Average
730,female,group E,some college,free/reduced,completed,single,sometimes,no,2,school_bus,10-May,78,83,85,82,Good
731,female,group B,bachelor's degree,free/reduced,none,widowed,regularly,yes,0,school_bus,> 10,55,62,63,60,Average
732,female,group C,high school,free/reduced,none,married,sometimes,yes,1,school_bus,< 5,29,44,40,37.66666667,Poor
733,male,group B,some high school,standard,none,married,sometimes,yes,,private,10-May,70,70,66,68.66666667,Average
734,male,group C,some college,standard,none,married,sometimes,yes,1,school_bus,< 5,73,68,68,69.66666667,Average
735,female,group C,associate's degree,standard,completed,married,sometimes,no,3,school_bus,10-May,66,73,74,71,Average
736,female,group B,master's degree,free/reduced,none,divorced,sometimes,yes,2,private,> 10,49,65,61,58.33333333,Average
737,male,group D,some high school,standard,none,married,never,yes,3,private,< 5,61,56,55,57.33333333,Average
738,female,group C,associate's degree,standard,none,married,regularly,no,5,school_bus,10-May,78,87,84,83,Good
739,male,group A,high school,free/reduced,none,married,regularly,no,2,,10-May,52,45,43,46.66666667,Poor
740,male,group C,high school,standard,completed,single,sometimes,yes,2,school_bus,> 10,92,88,85,88.33333333,Good
741,male,group D,associate's degree,standard,none,single,sometimes,yes,3,school_bus,> 10,84,65,68,72.33333333,Average
742,male,group D,some high school,standard,none,married,never,yes,3,school_bus,> 10,71,68,67,68.66666667,Average
743,male,group C,associate's degree,standard,none,divorced,never,no,1,school_bus,10-May,60,60,55,58.33333333,Average
745,male,,associate's degree,standard,none,divorced,sometimes,yes,1,private,< 5,73,73,65,70.33333333,Average
746,male,group B,some college,standard,none,married,regularly,yes,0,school_bus,10-May,58,57,51,55.33333333,Average
747,female,group A,,standard,completed,married,sometimes,yes,1,private,10-May,87,100,100,95.66666667,Good
749,male,group B,some high school,standard,,single,regularly,yes,5,school_bus,10-May,43,43,39,41.66666667,Poor
750,male,group D,bachelor's degree,standard,none,married,sometimes,no,1,school_bus,< 5,78,74,73,75,Good
751,male,group C,high school,standard,none,married,,yes,1,,10-May,63,68,57,62.66666667,Average
752,female,group B,some high school,free/reduced,none,married,regularly,no,2,private,> 10,56,63,59,59.33333333,Average
753,female,group D,bachelor's degree,standard,none,married,sometimes,yes,1,school_bus,< 5,70,86,86,80.66666667,Good
754,male,group A,some high school,standard,completed,married,regularly,no,3,private,10-May,78,66,63,69,Average
755,female,group B,some college,standard,completed,divorced,never,yes,0,,10-May,71,81,81,77.66666667,Good
757,female,group E,some college,standard,,married,sometimes,no,3,school_bus,10-May,78,88,88,84.66666667,Good
758,female,group B,some high school,standard,,married,regularly,no,3,private,10-May,73,78,76,75.66666667,Good
759,male,group C,associate's degree,standard,none,married,regularly,no,2,,10-May,87,85,79,83.66666667,Good
760,male,group B,master's degree,standard,completed,single,sometimes,no,4,,< 5,60,46,52,52.66666667,Average
762,female,group E,some college,standard,completed,single,regularly,yes,5,school_bus,10-May,100,97,100,99,Good
763,male,group D,some college,standard,,married,sometimes,yes,3,school_bus,10-May,60,65,59,61.33333333,Average
764,female,group E,high school,free/reduced,completed,married,sometimes,yes,3,school_bus,< 5,59,61,65,61.66666667,Average
765,female,group C,some college,free/reduced,completed,married,regularly,yes,0,,< 5,66,76,75,72.33333333,Average
766,female,group D,some high school,standard,none,married,sometimes,yes,3,school_bus,10-May,67,70,71,69.33333333,Average
767,female,,associate's degree,free/reduced,none,divorced,sometimes,yes,2,school_bus,10-May,73,79,75,75.66666667,Good
768,male,group D,some high school,standard,none,,sometimes,yes,1,school_bus,10-May,62,60,62,61.33333333,Average
769,male,,some high school,standard,none,single,sometimes,yes,,school_bus,,69,56,54,59.66666667,Average
770,female,group E,high school,standard,completed,widowed,regularly,yes,1,,10-May,90,88,91,89.66666667,Good
771,female,group D,some college,standard,none,married,regularly,yes,3,school_bus,> 10,66,75,75,72,Average
772,male,group E,associate's degree,standard,completed,married,sometimes,yes,0,,10-May,92,93,85,90,Good
773,male,group B,some college,free/reduced,,divorced,sometimes,no,3,school_bus,10-May,29,35,30,31.33333333,Poor
774,male,group D,associate's degree,standard,none,divorced,sometimes,yes,3,school_bus,< 5,62,61,61,61.33333333,Average
775,female,group C,high school,standard,none,married,never,yes,4,,10-May,65,70,65,66.66666667,Average
776,male,group D,some college,standard,completed,divorced,never,yes,0,private,< 5,80,84,78,80.66666667,Good
777,male,group D,bachelor's degree,standard,none,divorced,regularly,no,1,school_bus,10-May,92,82,79,84.33333333,Good
778,male,,high school,standard,none,single,sometimes,yes,1,,> 10,66,55,54,58.33333333,Average
779,male,group C,associate's degree,free/reduced,none,divorced,sometimes,yes,0,school_bus,10-May,16,17,16,16.33333333,Poor
780,female,group E,bachelor's degree,standard,none,divorced,sometimes,no,3,private,10-May,100,97,100,99,Good
781,female,group C,some college,standard,completed,married,sometimes,yes,4,school_bus,10-May,70,87,79,78.66666667,Good
782,female,group D,associate's degree,standard,none,married,never,yes,4,private,10-May,78,85,82,81.66666667,Good
783,female,group D,some college,free/reduced,none,widowed,sometimes,yes,4,,< 5,62,70,70,67.33333333,Average
784,female,group D,high school,free/reduced,none,single,sometimes,yes,,school_bus,< 5,64,75,78,72.33333333,Average
785,male,group C,associate's degree,free/reduced,,single,sometimes,no,3,,> 10,64,59,64,62.33333333,Average
786,female,group B,some college,standard,none,divorced,sometimes,yes,0,school_bus,< 5,81,90,83,84.66666667,Good
787,female,group C,some high school,free/reduced,,married,never,yes,3,private,< 5,52,66,64,60.66666667,Average
788,female,group D,associate's degree,free/reduced,completed,married,never,no,1,school_bus,< 5,60,61,64,61.66666667,Average
789,male,group E,bachelor's degree,standard,none,married,never,yes,1,private,10-May,94,95,90,93,Good
790,female,group C,bachelor's degree,standard,none,married,sometimes,yes,3,school_bus,10-May,91,96,98,95,Good
791,male,group C,master's degree,free/reduced,none,single,regularly,yes,1,school_bus,< 5,83,88,84,85,Good
793,female,group C,some high school,standard,none,married,sometimes,no,2,school_bus,< 5,42,51,54,49,Poor
794,male,group C,some college,free/reduced,none,married,sometimes,yes,1,private,10-May,41,52,49,47.33333333,Poor
795,male,group B,some college,standard,completed,married,sometimes,yes,4,school_bus,> 10,96,98,90,94.66666667,Good
797,female,group D,some college,free/reduced,none,single,sometimes,yes,4,school_bus,> 10,49,65,65,59.66666667,Average
798,female,group D,some college,standard,none,,sometimes,no,1,school_bus,10-May,86,96,94,92,Good
799,female,group C,some college,free/reduced,none,married,regularly,no,6,,< 5,21,41,41,34.33333333,Poor
800,female,group B,some high school,standard,,married,regularly,no,3,school_bus,> 10,62,69,67,66,Average
802,female,group C,some high school,free/reduced,none,single,sometimes,no,2,private,< 5,36,58,48,47.33333333,Poor
803,male,,some high school,standard,completed,married,sometimes,yes,5,private,10-May,44,51,47,47.33333333,Poor
804,female,group C,associate's degree,standard,none,single,sometimes,yes,2,private,10-May,77,84,86,82.33333333,Good
805,male,,some college,free/reduced,none,married,sometimes,yes,2,private,10-May,59,63,54,58.66666667,Average
806,male,group B,some high school,standard,completed,divorced,sometimes,yes,3,private,10-May,61,69,63,64.33333333,Average
807,female,group D,some college,free/reduced,none,single,regularly,no,3,private,< 5,66,72,74,70.66666667,Average
808,female,group C,high school,standard,none,married,sometimes,no,1,school_bus,10-May,68,77,77,74,Average
810,male,group C,some college,standard,none,divorced,sometimes,no,1,private,10-May,57,50,50,52.33333333,Average
811,male,group B,some high school,free/reduced,none,married,regularly,yes,3,school_bus,10-May,49,42,43,44.66666667,Poor
812,female,group C,high school,standard,completed,single,sometimes,yes,4,private,10-May,32,52,56,46.66666667,Poor
813,male,group B,bachelor's degree,free/reduced,completed,married,regularly,yes,0,private,10-May,60,52,59,57,Average
814,male,group C,high school,free/reduced,completed,married,sometimes,no,,private,10-May,83,77,79,79.66666667,Good
815,female,group E,some college,standard,none,married,regularly,yes,3,school_bus,10-May,80,84,96,86.66666667,Good
816,female,group D,some high school,free/reduced,completed,married,,yes,1,school_bus,> 10,43,49,52,48,Poor
817,female,group B,some high school,standard,none,married,regularly,no,1,private,< 5,71,72,73,72,Average
818,male,group D,some college,free/reduced,none,divorced,regularly,yes,,private,10-May,74,72,67,71,Average
819,male,group D,high school,standard,none,single,sometimes,no,1,private,10-May,80,67,74,73.66666667,Average
820,female,,high school,free/reduced,none,single,regularly,no,1,private,10-May,47,59,54,53.33333333,Average
821,male,group B,bachelor's degree,free/reduced,completed,married,regularly,no,5,school_bus,< 5,73,74,80,75.66666667,Good
822,female,group C,high school,standard,none,single,sometimes,no,2,school_bus,10-May,48,53,51,50.66666667,Average
823,male,group B,some college,standard,none,divorced,sometimes,,4,school_bus,< 5,55,59,56,56.66666667,Average
824,male,group B,high school,standard,none,,sometimes,yes,3,private,10-May,52,53,43,49.33333333,Poor
825,female,group C,some college,free/reduced,none,single,sometimes,yes,3,,< 5,25,36,34,31.66666667,Poor
826,male,,master's degree,standard,none,single,sometimes,yes,2,private,< 5,78,80,78,78.66666667,Good
827,female,group E,,standard,completed,,sometimes,no,1,school_bus,10-May,70,76,73,73,Average
828,male,group C,some high school,standard,none,single,sometimes,no,1,private,,56,62,52,56.66666667,Average
829,female,group B,some college,free/reduced,none,married,regularly,yes,4,school_bus,> 10,29,47,46,40.66666667,Poor
830,female,group E,some college,standard,completed,married,sometimes,no,2,private,10-May,82,83,87,84,Good
831,male,group D,associate's degree,standard,none,divorced,never,no,,private,< 5,71,66,64,67,Average
832,male,group C,,standard,none,married,sometimes,yes,0,school_bus,10-May,77,68,67,70.66666667,Average
833,male,group B,some college,standard,none,married,regularly,no,2,private,10-May,80,71,68,73,Average
834,male,group C,associate's degree,free/reduced,none,single,sometimes,no,2,school_bus,< 5,60,54,50,54.66666667,Average
835,male,group A,high school,standard,none,married,regularly,yes,0,school_bus,,75,68,61,68,Average
836,male,group C,master's degree,standard,completed,single,sometimes,no,4,private,,73,74,80,75.66666667,Good
837,male,group C,some high school,standard,completed,married,regularly,no,3,school_bus,,65,66,69,66.66666667,Average
838,male,group D,some college,free/reduced,completed,married,sometimes,yes,3,school_bus,10-May,59,59,60,59.33333333,Average
839,male,group E,high school,standard,none,,regularly,yes,4,school_bus,< 5,76,68,61,68.33333333,Average
840,male,group D,some college,standard,completed,married,regularly,no,4,school_bus,10-May,100,91,96,95.66666667,Good
841,male,group C,associate's degree,standard,none,divorced,sometimes,yes,4,school_bus,< 5,78,80,75,77.66666667,Good
842,female,group C,high school,standard,completed,married,regularly,no,3,,> 10,44,38,48,43.33333333,Poor
